OrderDate,Region,Category,SubCategory,Sales,Quantity,Discount,Profit
22/10/2021,West,Electronics,Phones,495.53,4,0.39,1209.09
27/10/2020,South,Electronics,Phones,947.78,6,0.19,4606.21
20/10/2021,East,Office Supplies,Labels,830.41,10,0.16,6975.44
08/09/2020,West,Electronics,Phones,1290.21,8,0.53,4851.19
17/02/2018,West,Office Supplies,Labels,512.52,10,0.26,3792.65
21/01/2018,South,Office Supplies,Art,680.73,3,0.18,1674.6
28/12/2020,South,Electronics,Phones,312.65,5,0.31,1078.64
17/09/2022,South,Office Supplies,Labels,627.74,6,0.18,3088.48
17/08/2020,South,Furniture,Bookcases,755.03,6,0.07,4213.07
29/01/2022,West,Office Supplies,Storage,1211.65,4,0.16,4071.14
06/02/2022,East,Furniture,Bookcases,334.16,8,0.48,1390.11
17/06/2021,North,Office Supplies,Art,632.09,7,0.51,2168.07
16/08/2022,North,Furniture,Tables,752.25,10,0.24,5717.1
22/07/2020,West,Office Supplies,Labels,589.94,9,0.27,3875.91
09/08/2019,West,Furniture,Bookcases,534.31,5,0.23,2057.09
24/03/2021,North,Office Supplies,Labels,471.39,10,0.37,2969.76
11/10/2022,North,Furniture,Chairs,589.8,5,0.18,2418.18
18/07/2021,West,Office Supplies,Art,624.95,4,0.24,1899.85
03/07/2022,North,Office Supplies,Art,1140.84,3,0.17,2840.69
11/02/2022,South,Office Supplies,Storage,703.14,5,0.27,2566.46
08/11/2018,North,Furniture,Tables,551.34,2,0.1,992.41
12/05/2021,East,Office Supplies,Labels,413.33,9,0.04,3571.17
09/12/2019,East,Electronics,Accessories,622.79,4,0.16,2092.57
29/05/2020,North,Furniture,Tables,762.11,5,0.11,3391.39
24/08/2018,West,Office Supplies,Labels,297.81,10,0.44,1667.74
14/12/2021,North,Office Supplies,Storage,740.06,2,0.23,1139.69
16/06/2021,West,Electronics,Accessories,637.15,3,0.13,1662.96
28/04/2022,South,Electronics,Laptops,168.22,5,0.12,740.17
06/06/2020,North,Office Supplies,Storage,563.7,2,0.25,845.55
03/05/2021,North,Electronics,Laptops,1055.26,9,0.43,5413.48
06/10/2018,East,Furniture,Chairs,1118.88,3,0.36,2148.25
29/10/2022,South,Furniture,Chairs,885.49,9,0.12,7013.08
22/07/2022,North,Office Supplies,Art,646.19,1,0.03,626.8
28/10/2022,West,Furniture,Chairs,370.01,10,0.55,1665.04
20/03/2018,South,Furniture,Chairs,594.43,8,0.35,3091.04
13/05/2018,South,Electronics,Laptops,576.62,6,0.09,3148.35
01/03/2022,South,Furniture,Tables,651.17,10,0.1,5860.53
09/07/2019,South,Furniture,Bookcases,662.57,7,0.13,4035.05
18/03/2018,South,Electronics,Accessories,1091.71,2,0.48,1135.38
16/09/2022,East,Furniture,Bookcases,517.74,6,0.3,2174.51
06/07/2020,South,Office Supplies,Storage,883.54,7,0.31,4267.5
24/09/2021,South,Office Supplies,Art,650.71,4,0.16,2186.39
15/04/2021,North,Office Supplies,Storage,534.01,7,0.18,3065.22
29/01/2019,West,Office Supplies,Art,690.8,10,0.23,5319.16
26/09/2021,South,Furniture,Tables,622.1,8,0.26,3682.83
04/05/2018,East,Electronics,Phones,404.61,6,0.22,1893.57
16/07/2019,West,Office Supplies,Labels,658.24,10,0.28,4739.33
22/12/2018,East,Furniture,Bookcases,367.97,6,0.25,1655.87
07/03/2018,East,Electronics,Phones,834.71,5,0.59,1711.16
12/01/2020,West,Furniture,Chairs,1191.78,3,0.12,3146.3
29/12/2021,North,Furniture,Chairs,1016.14,1,0.18,833.23
01/12/2022,East,Office Supplies,Labels,852.82,5,0.1,3837.69
22/09/2018,South,Electronics,Phones,531.56,6,0.17,2647.17
21/07/2018,West,Furniture,Bookcases,698.41,6,0.27,3059.04
01/10/2019,West,Furniture,Chairs,366.98,5,0.31,1266.08
27/06/2018,North,Office Supplies,Storage,575.5,6,0.57,1484.79
11/03/2022,North,Furniture,Bookcases,1146.72,5,0.19,4644.22
11/05/2020,West,Electronics,Laptops,951.72,3,0.15,2426.89
04/09/2020,South,Electronics,Phones,546.3,7,0.39,2332.7
30/03/2022,West,Electronics,Phones,832.78,8,0.19,5396.41
14/07/2021,North,Office Supplies,Art,622.9,6,0.24,2840.42
22/09/2020,East,Office Supplies,Storage,556.59,10,0.38,3450.86
18/04/2021,North,Office Supplies,Labels,390.95,1,0.57,168.11
13/07/2022,South,Office Supplies,Art,1015.67,7,0.24,5403.36
03/08/2018,East,Electronics,Phones,596.06,3,0.25,1341.13
19/02/2018,North,Office Supplies,Labels,990.03,1,0.6,396.01
13/04/2018,South,Office Supplies,Labels,809.14,4,0.31,2233.23
03/12/2020,South,Electronics,Accessories,743.69,6,0.52,2141.83
09/01/2021,East,Office Supplies,Art,847.2,5,0.53,1990.92
28/08/2022,East,Furniture,Chairs,362.8,5,0.22,1414.92
19/12/2021,East,Electronics,Accessories,564.77,6,0.5,1694.31
25/03/2018,North,Furniture,Tables,892.13,1,0.57,383.62
15/06/2020,East,Furniture,Bookcases,670.32,10,0.2,5362.56
27/08/2022,South,Furniture,Bookcases,765.83,6,0.18,3767.88
05/06/2020,East,Furniture,Tables,419.68,8,0.07,3122.42
23/04/2021,West,Electronics,Accessories,902.19,6,0.41,3193.75
12/12/2018,South,Office Supplies,Labels,609.8,6,0.13,3183.16
28/10/2019,South,Furniture,Chairs,667.82,2,0.52,641.11
08/12/2019,North,Office Supplies,Labels,431.99,9,0.74,1010.86
23/07/2022,South,Furniture,Chairs,639.84,5,0.19,2591.35
01/07/2018,South,Electronics,Accessories,560.52,3,0.16,1412.51
13/06/2020,North,Furniture,Chairs,713.43,5,0.06,3353.12
11/09/2018,North,Electronics,Phones,800.52,8,0.49,3266.12
27/09/2018,East,Furniture,Tables,674.05,1,0.4,404.43
09/08/2019,South,Furniture,Chairs,761.58,1,0.22,594.03
13/09/2020,West,Furniture,Tables,512.21,1,0.41,302.2
05/10/2021,South,Office Supplies,Labels,899.58,8,0.37,4533.88
08/12/2020,West,Office Supplies,Art,568.42,3,0.26,1261.89
16/06/2020,South,Office Supplies,Art,863.27,3,0.13,2253.13
07/08/2022,East,Furniture,Bookcases,1072.42,2,0.22,1672.98
02/01/2021,South,Furniture,Chairs,448.62,4,0.23,1381.75
23/03/2022,West,Office Supplies,Storage,691.4,5,0.41,2039.63
23/03/2022,East,Furniture,Chairs,887.35,3,0.27,1943.3
14/12/2018,East,Electronics,Phones,741.4,5,0.1,3336.3
07/01/2022,East,Office Supplies,Labels,1250.75,10,0.15,10631.38
27/06/2022,West,Office Supplies,Labels,305.89,3,0.26,679.08
14/02/2020,North,Electronics,Accessories,1028.89,10,0.32,6996.45
17/08/2020,South,Furniture,Bookcases,958.74,9,0.08,7938.37
03/07/2018,West,Furniture,Tables,1044.18,1,0.23,804.02
23/07/2018,East,Office Supplies,Art,821.56,9,0.56,3253.38
03/10/2020,South,Office Supplies,Art,962.82,4,0.21,3042.51
21/10/2018,North,Furniture,Tables,347.98,2,0.51,341.02
05/09/2021,East,Office Supplies,Art,468.56,9,0.3,2951.93
28/06/2020,North,Office Supplies,Art,553.88,8,0.27,3234.66
25/03/2018,North,Furniture,Chairs,392.92,9,0.04,3394.83
23/12/2022,North,Furniture,Bookcases,761.75,6,0.31,3153.64
18/10/2019,South,Office Supplies,Labels,1311.03,3,0.15,3343.13
06/03/2019,West,Furniture,Tables,661.76,2,0.3,926.46
31/03/2022,East,Electronics,Accessories,843.27,8,0.34,4452.47
14/11/2021,East,Office Supplies,Art,543.99,6,0.29,2317.4
15/02/2022,West,Furniture,Chairs,460.5,1,0.7,138.15
09/02/2018,South,Electronics,Phones,522.7,1,0.16,439.07
07/02/2022,North,Office Supplies,Storage,1455.41,2,0.18,2386.87
11/05/2021,East,Office Supplies,Storage,838,5,0.14,3603.4
09/01/2022,South,Electronics,Phones,811.63,6,0.23,3749.73
18/10/2022,North,Electronics,Laptops,840.39,1,0.31,579.87
17/04/2019,East,Office Supplies,Art,655.79,2,0.65,459.05
12/02/2019,West,Electronics,Phones,940.33,8,0.58,3159.51
04/11/2022,West,Furniture,Tables,617.63,7,0.44,2421.11
09/02/2021,North,Furniture,Chairs,574.27,7,0.47,2130.54
18/08/2021,East,Electronics,Accessories,1031.23,7,0.25,5413.96
19/11/2019,South,Office Supplies,Storage,1143.73,3,0.09,3122.38
29/09/2021,East,Electronics,Laptops,1200.95,8,0.12,8454.69
26/04/2021,West,Office Supplies,Storage,1453.12,10,0.59,5957.79
22/05/2018,North,Furniture,Chairs,636.38,9,0.49,2920.98
24/09/2021,West,Furniture,Tables,578.71,3,0.35,1128.48
18/12/2021,North,Electronics,Laptops,957.91,4,0.06,3601.74
23/08/2021,South,Office Supplies,Storage,642.71,2,0.24,976.92
24/11/2022,West,Furniture,Chairs,876.68,4,0.26,2594.97
14/07/2020,North,Furniture,Bookcases,833.92,6,0.48,2601.83
20/10/2022,South,Electronics,Phones,1267.91,8,0.46,5477.37
24/12/2021,East,Office Supplies,Labels,791.31,7,0.51,2714.19
20/09/2020,South,Office Supplies,Labels,550.02,1,0.25,412.51
06/07/2022,West,Furniture,Bookcases,857.38,2,0.31,1183.18
06/12/2021,West,Furniture,Tables,969.16,8,0.09,7055.48
14/12/2019,North,Electronics,Laptops,986.61,6,0.4,3551.8
26/06/2022,South,Office Supplies,Art,508.24,1,0.31,350.69
02/06/2021,East,Furniture,Tables,1154.22,7,0.29,5736.47
21/05/2018,West,Electronics,Accessories,737.33,6,0.08,4070.06
01/09/2020,South,Furniture,Bookcases,618.02,1,0.3,432.61
14/04/2018,North,Office Supplies,Labels,462.62,7,0.29,2299.22
20/07/2019,West,Electronics,Accessories,670.71,5,0.43,1911.52
17/04/2019,South,Furniture,Chairs,745.85,10,0.31,5146.36
26/05/2018,South,Furniture,Tables,1110.98,4,0.19,3599.58
15/08/2018,East,Electronics,Laptops,772.65,9,0.41,4102.77
30/04/2022,East,Furniture,Chairs,395.12,1,0.23,304.24
29/12/2018,East,Office Supplies,Labels,1437.45,8,0.12,10119.65
29/04/2019,East,Office Supplies,Art,937.29,9,0.35,5483.15
25/05/2022,North,Electronics,Phones,687.16,4,0.3,1924.05
01/10/2019,West,Office Supplies,Labels,493.1,2,0.48,512.82
03/01/2021,West,Furniture,Bookcases,514.85,6,0.49,1575.44
07/03/2021,West,Furniture,Bookcases,706.07,8,0.2,4518.85
24/02/2021,East,Electronics,Laptops,1098.38,2,0.38,1361.99
13/07/2019,East,Office Supplies,Labels,582.49,9,0.04,5032.71
11/05/2019,West,Electronics,Laptops,519.05,2,0.55,467.14
02/01/2018,East,Furniture,Tables,583.64,3,0.14,1505.79
22/03/2022,South,Electronics,Laptops,429.89,6,0.33,1728.16
17/08/2021,North,Office Supplies,Storage,1384.25,2,0.21,2187.12
13/01/2022,East,Office Supplies,Art,441.63,4,0.2,1413.22
22/10/2018,West,Office Supplies,Labels,684.82,10,0.05,6505.79
26/11/2021,West,Furniture,Tables,1267.69,4,0.41,2991.75
19/06/2021,East,Office Supplies,Art,1273.26,6,0.33,5118.51
12/05/2020,North,Electronics,Accessories,532.71,7,0.47,1976.35
20/08/2022,North,Furniture,Tables,549.17,3,0.54,757.85
14/01/2019,South,Office Supplies,Art,960.63,3,0.3,2017.32
24/02/2021,North,Office Supplies,Storage,542.43,5,0.11,2413.81
04/09/2019,South,Office Supplies,Art,818.35,1,0.15,695.6
11/11/2020,South,Office Supplies,Labels,741.12,1,0.18,607.72
23/08/2018,North,Furniture,Chairs,474.17,1,0.13,412.53
12/10/2021,South,Furniture,Chairs,695.66,3,0.13,1815.67
21/09/2021,South,Electronics,Laptops,505.2,10,0.28,3637.44
23/10/2019,South,Office Supplies,Labels,898.66,1,0.05,853.73
12/11/2019,East,Furniture,Tables,577.31,7,0.22,3152.11
10/04/2018,East,Furniture,Chairs,251.5,4,0.16,845.04
22/07/2018,North,Electronics,Phones,443.57,10,0.22,3459.85
17/01/2022,South,Office Supplies,Art,613.65,2,0.14,1055.48
25/12/2022,North,Electronics,Accessories,400.28,7,0.36,1793.25
04/09/2022,North,Office Supplies,Storage,1398.58,2,0.09,2545.42
19/08/2019,East,Electronics,Accessories,418.68,10,0.36,2679.55
24/12/2021,West,Office Supplies,Labels,396.95,3,0.59,488.25
20/04/2021,West,Furniture,Bookcases,690.84,5,0.34,2279.77
11/09/2022,South,Office Supplies,Labels,1189.68,3,0.41,2105.73
05/10/2021,North,Office Supplies,Labels,1050.78,7,0.06,6914.13
06/06/2022,South,Office Supplies,Storage,789.12,7,0.52,2651.44
23/07/2021,East,Furniture,Chairs,638.36,4,0.16,2144.89
06/01/2020,East,Office Supplies,Labels,626.56,9,0.11,5018.75
25/09/2018,South,Furniture,Chairs,798.44,9,0.54,3305.54
06/12/2021,North,Electronics,Laptops,401.77,7,0.32,1912.43
18/01/2022,East,Electronics,Accessories,1007.15,4,0.25,3021.45
06/10/2019,North,Furniture,Tables,826.35,2,0.25,1239.53
09/01/2020,West,Office Supplies,Storage,474.82,6,0.59,1168.06
29/02/2020,West,Office Supplies,Storage,875.27,3,0.35,1706.78
12/12/2021,West,Office Supplies,Labels,1006.69,10,0.18,8254.86
26/04/2018,South,Electronics,Accessories,326.72,5,0.2,1306.88
25/02/2019,South,Office Supplies,Art,493.01,3,0.04,1419.87
02/06/2022,South,Office Supplies,Labels,761.77,2,0.26,1127.42
06/10/2019,North,Furniture,Chairs,788.3,10,0.06,7410.02
07/09/2018,North,Furniture,Chairs,1092.27,6,0.6,2621.45
27/08/2018,North,Furniture,Chairs,310,5,0.64,558
15/04/2020,East,Furniture,Chairs,924.59,7,0.06,6083.8
20/11/2018,East,Furniture,Tables,378.48,8,0.38,1877.26
13/07/2022,South,Electronics,Accessories,1284.96,5,0.63,2377.18
19/06/2019,East,Electronics,Phones,464.23,2,0.07,863.47
27/06/2022,South,Office Supplies,Labels,721.83,3,0.18,1775.7
12/03/2021,North,Furniture,Tables,685.61,1,0.46,370.23
13/07/2021,East,Electronics,Laptops,859.93,3,0.36,1651.07
12/03/2021,North,Furniture,Tables,719.36,3,0.22,1683.3
14/10/2018,West,Office Supplies,Art,490.75,9,0.76,1060.02
20/08/2022,North,Electronics,Laptops,672.3,2,0.46,726.08
03/01/2018,North,Furniture,Chairs,969.58,4,0.29,2753.61
31/03/2018,South,Office Supplies,Storage,982.64,4,0.24,2987.23
02/05/2020,East,Electronics,Phones,821.65,9,0.21,5841.93
24/04/2019,West,Electronics,Laptops,332.71,5,0.09,1513.83
18/07/2022,South,Office Supplies,Labels,217.09,1,0.34,143.28
20/07/2021,South,Office Supplies,Labels,787.58,6,0.19,3827.64
21/07/2020,South,Furniture,Bookcases,710.03,10,0.52,3408.14
07/05/2019,East,Electronics,Laptops,701.95,6,0.54,1937.38
19/07/2019,East,Electronics,Accessories,957.43,9,0.15,7324.34
21/04/2022,South,Furniture,Chairs,453.61,1,0.16,381.03
06/05/2021,South,Office Supplies,Labels,303.02,7,0.1,1909.03
02/12/2018,North,Electronics,Phones,918.41,8,0.08,6759.5
07/10/2020,North,Furniture,Bookcases,983.43,8,0.5,3933.72
23/07/2019,North,Office Supplies,Labels,706.93,2,0.43,805.9
10/09/2022,West,Furniture,Bookcases,386.87,5,0.54,889.8
04/07/2019,East,Electronics,Accessories,657.26,1,0.1,591.53
30/08/2020,South,Office Supplies,Labels,806.83,10,0.63,2985.27
04/06/2019,East,Furniture,Tables,766.52,1,0.21,605.55
12/08/2018,East,Office Supplies,Art,621.51,5,0.55,1398.4
08/04/2018,North,Furniture,Chairs,103.3,8,0.49,421.46
28/01/2018,North,Office Supplies,Art,846.72,8,0.18,5554.48
30/10/2022,West,Furniture,Chairs,1184.46,6,0.19,5756.48
17/02/2020,East,Electronics,Laptops,827.83,9,0.16,6258.39
10/05/2021,North,Office Supplies,Art,816.87,8,0.27,4770.52
25/05/2019,South,Office Supplies,Art,534.23,3,0.1,1442.42
21/03/2020,East,Office Supplies,Art,756.54,3,0.2,1815.7
02/02/2021,East,Furniture,Chairs,541.3,9,0.21,3848.64
16/09/2022,West,Office Supplies,Storage,964.13,9,0.06,8156.54
22/01/2022,West,Office Supplies,Storage,1584.67,1,0.22,1236.04
02/04/2019,South,Furniture,Chairs,727.93,9,0.24,4979.04
16/02/2020,North,Furniture,Chairs,795.67,8,0.16,5346.9
07/06/2021,East,Electronics,Accessories,636.2,7,0.17,3696.32
07/10/2022,South,Electronics,Accessories,643.16,2,0.34,848.97
11/01/2020,North,Electronics,Laptops,501.03,7,0.39,2139.4
11/10/2022,East,Office Supplies,Art,624.14,4,0.35,1622.76
29/04/2018,South,Furniture,Chairs,888.15,10,0.13,7726.9
16/05/2020,South,Furniture,Chairs,799.97,7,0.7,1679.94
12/01/2018,South,Office Supplies,Labels,699.84,1,0.14,601.86
03/07/2018,East,Electronics,Laptops,632.6,8,0.34,3340.13
16/03/2019,East,Furniture,Chairs,771.04,5,0.34,2544.43
28/11/2020,East,Office Supplies,Art,1226.72,2,0.15,2085.42
26/11/2019,South,Furniture,Chairs,600.3,5,0.18,2461.23
24/06/2018,South,Electronics,Laptops,773.47,3,0.07,2157.98
08/11/2019,East,Furniture,Tables,791.68,3,0.25,1781.28
12/04/2020,West,Office Supplies,Storage,698.65,1,0.19,565.91
13/09/2022,East,Electronics,Phones,599.57,6,0.45,1978.58
03/06/2018,East,Office Supplies,Art,416.73,2,0.09,758.45
13/02/2021,South,Electronics,Phones,1085.24,8,0.42,5035.51
28/07/2022,South,Office Supplies,Art,777.81,9,0.25,5250.22
26/02/2021,West,Furniture,Chairs,519.18,7,0.28,2616.67
07/05/2019,South,Electronics,Laptops,661.84,4,0.3,1853.15
06/10/2022,South,Electronics,Laptops,490.18,5,0.42,1421.52
29/08/2019,North,Furniture,Tables,416.87,9,0.13,3264.09
02/01/2022,East,Office Supplies,Storage,325.33,4,0.11,1158.17
21/07/2018,South,Furniture,Chairs,880.69,4,0.19,2853.44
02/02/2019,North,Office Supplies,Art,356.56,2,0.35,463.53
13/06/2022,West,Furniture,Bookcases,318.87,1,0.13,277.42
19/01/2020,North,Furniture,Chairs,812.24,4,0.12,2859.08
05/03/2021,South,Electronics,Laptops,424.95,3,0.32,866.9
10/01/2020,East,Furniture,Chairs,397.94,1,0.26,294.48
26/06/2022,North,Office Supplies,Labels,1237.72,8,0.32,6733.2
30/11/2018,North,Furniture,Bookcases,982.67,4,0.18,3223.16
24/03/2019,West,Office Supplies,Storage,647.09,2,0.47,685.92
19/02/2018,South,Furniture,Tables,600.69,2,0.25,901.04
24/09/2020,North,Furniture,Bookcases,1177.09,3,0.19,2860.33
09/07/2022,South,Office Supplies,Storage,522.62,10,0.4,3135.72
05/02/2020,North,Electronics,Phones,637.23,3,0.19,1548.47
11/11/2019,North,Electronics,Laptops,967.53,9,0.34,5747.13
13/01/2021,South,Furniture,Bookcases,409.67,5,0.5,1024.17
30/07/2020,West,Office Supplies,Art,266.89,5,0.3,934.11
13/04/2019,South,Electronics,Accessories,722.82,8,0.33,3874.32
04/09/2022,South,Furniture,Bookcases,760.63,4,0.38,1886.36
10/04/2020,West,Electronics,Laptops,459.43,4,0.22,1433.42
27/11/2020,South,Office Supplies,Art,592.34,4,0.02,2321.97
09/05/2018,South,Office Supplies,Labels,497.14,8,0.16,3340.78
15/05/2022,North,Office Supplies,Art,814.01,1,0.14,700.05
09/10/2022,East,Electronics,Laptops,1253.55,4,0.1,4512.78
26/11/2021,North,Electronics,Phones,301.85,1,0.41,178.09
23/03/2018,South,Electronics,Laptops,451.59,6,0.33,1815.39
25/06/2020,West,Electronics,Accessories,473.95,7,0.21,2620.94
09/06/2019,North,Furniture,Chairs,1210.79,6,0.27,5303.26
31/03/2019,South,Electronics,Laptops,610.48,3,0.36,1172.12
09/09/2020,West,Furniture,Chairs,589.39,1,0.04,565.81
13/10/2018,East,Furniture,Tables,630.65,9,0.5,2837.92
30/11/2018,East,Electronics,Phones,844.68,8,0.27,4932.93
18/08/2020,South,Office Supplies,Storage,604.55,10,0.53,2841.38
09/02/2021,South,Furniture,Chairs,847.66,1,0.56,372.97
19/05/2020,West,Electronics,Laptops,350.44,5,0.49,893.62
24/02/2022,North,Office Supplies,Storage,625.97,4,0.5,1251.94
24/09/2018,East,Electronics,Phones,494.83,6,0.38,1840.77
09/05/2022,North,Office Supplies,Storage,802.07,4,0.4,1924.97
25/03/2021,North,Electronics,Phones,293.5,3,0.32,598.74
24/06/2022,North,Furniture,Bookcases,689.66,7,0.31,3331.06
11/02/2019,South,Electronics,Accessories,400.29,2,0.22,624.45
15/05/2020,East,Office Supplies,Art,1228.28,5,0.37,3869.08
28/06/2018,East,Electronics,Laptops,1028.82,10,0.12,9053.62
30/07/2022,South,Electronics,Phones,600.88,7,0.34,2776.07
17/10/2021,South,Office Supplies,Labels,727.4,1,0.05,691.03
07/04/2020,East,Electronics,Laptops,600.9,5,0.3,2103.15
16/12/2021,West,Electronics,Laptops,622.45,4,0.42,1444.08
21/05/2022,South,Electronics,Laptops,505.74,9,0.14,3914.43
07/03/2021,North,Furniture,Bookcases,696.19,10,0.46,3759.43
07/10/2019,West,Electronics,Accessories,890.33,2,0.3,1246.46
01/10/2018,North,Office Supplies,Storage,1008.12,1,0.26,746.01
19/01/2022,East,Electronics,Phones,410.31,6,0.14,2117.2
10/10/2020,East,Office Supplies,Labels,813.22,6,0.52,2342.07
20/12/2021,East,Electronics,Phones,851.16,9,0.15,6511.37
04/04/2022,North,Furniture,Chairs,373.41,3,0.31,772.96
30/06/2022,East,Furniture,Tables,634.05,3,0.25,1426.61
21/10/2019,South,Office Supplies,Storage,496.39,2,0.46,536.1
01/03/2020,South,Electronics,Phones,824.56,1,0.28,593.68
05/03/2018,West,Furniture,Bookcases,806.96,7,0.19,4575.46
05/06/2022,West,Electronics,Laptops,467.68,2,0.14,804.41
21/07/2019,West,Furniture,Tables,643.6,10,0.49,3282.36
20/12/2019,North,Electronics,Accessories,1033.75,7,0.05,6874.44
05/08/2022,North,Electronics,Phones,501.99,4,0.07,1867.4
02/09/2021,East,Office Supplies,Art,385.85,8,0.05,2932.46
03/07/2019,South,Electronics,Accessories,532.84,4,0.58,895.17
17/05/2020,West,Office Supplies,Art,771.72,7,0.2,4321.63
06/07/2019,West,Electronics,Accessories,610.4,3,0.23,1410.02
01/09/2018,East,Electronics,Phones,702.81,5,0.53,1651.6
15/12/2018,South,Furniture,Tables,1005.37,8,0.11,7158.23
10/04/2018,North,Furniture,Bookcases,377.82,10,0.43,2153.57
21/05/2019,South,Electronics,Accessories,551.76,1,0.16,463.48
01/01/2021,North,Electronics,Laptops,622.26,3,0.36,1194.74
16/09/2018,West,Furniture,Tables,657.93,5,0.18,2697.51
24/11/2019,East,Furniture,Chairs,550.39,8,0.08,4050.87
25/02/2021,South,Office Supplies,Art,710,2,0.45,781
16/05/2020,East,Office Supplies,Storage,674.79,2,0.33,904.22
13/03/2020,West,Electronics,Phones,721.15,3,0.44,1211.53
04/12/2020,South,Electronics,Phones,1121.36,4,0.47,2377.28
29/05/2018,East,Furniture,Chairs,818.86,5,0.32,2784.12
21/05/2018,East,Furniture,Chairs,1097.47,2,0.46,1185.27
18/01/2021,North,Electronics,Accessories,617.07,5,0.18,2529.99
09/05/2019,East,Electronics,Accessories,873.24,2,0.21,1379.72
17/03/2019,North,Furniture,Bookcases,769.92,2,0.42,893.11
25/05/2018,West,Office Supplies,Art,302.62,1,0.83,51.45
06/10/2020,South,Office Supplies,Labels,403.79,8,0.11,2874.98
25/05/2020,East,Electronics,Accessories,510.08,1,0.51,249.94
04/04/2021,East,Office Supplies,Art,632.03,9,0.51,2787.25
01/03/2019,East,Office Supplies,Art,753.49,2,0.37,949.4
13/10/2020,South,Office Supplies,Art,891.49,1,0.31,615.13
24/04/2018,West,Furniture,Chairs,427.02,3,0.4,768.64
17/12/2019,North,Electronics,Phones,316.67,6,0.35,1235.01
21/11/2021,East,Electronics,Laptops,961.88,9,0.47,4588.17
14/06/2020,North,Electronics,Accessories,931.26,2,0.47,987.14
01/03/2020,West,Furniture,Tables,713.98,4,0.39,1742.11
24/08/2018,North,Office Supplies,Storage,556.85,7,0.27,2845.5
14/09/2019,West,Furniture,Tables,292.31,6,0.36,1122.47
31/01/2020,South,Electronics,Phones,847.77,2,0.43,966.46
21/02/2019,North,Electronics,Phones,617.78,6,0.33,2483.48
30/11/2022,North,Furniture,Chairs,536.99,3,0.01,1594.86
28/10/2019,North,Electronics,Accessories,607.99,1,0.23,468.15
24/10/2021,North,Electronics,Accessories,654.78,2,0.16,1100.03
10/05/2020,East,Furniture,Bookcases,808.97,8,0.49,3300.6
03/02/2021,East,Office Supplies,Art,764.19,9,0.63,2544.75
15/11/2021,South,Furniture,Bookcases,807.25,6,0.32,3293.58
27/06/2020,South,Electronics,Accessories,663.98,8,0.58,2230.97
07/04/2019,South,Furniture,Chairs,672.52,2,0.24,1022.23
16/03/2018,South,Office Supplies,Storage,382.51,3,0.49,585.24
27/01/2021,South,Office Supplies,Art,820.24,10,0.6,3280.96
25/09/2021,East,Furniture,Bookcases,759.54,9,0.22,5331.97
28/10/2019,West,Furniture,Bookcases,756.54,4,0.14,2602.5
08/06/2020,South,Electronics,Laptops,794.42,5,0.19,3217.4
08/12/2021,West,Office Supplies,Labels,976.94,7,0.23,5265.71
27/05/2021,West,Office Supplies,Art,424.35,3,0.4,763.83
23/02/2020,West,Electronics,Laptops,329.23,9,0.44,1659.32
13/07/2018,North,Electronics,Accessories,304.87,8,0.16,2048.73
02/11/2020,West,Electronics,Phones,828.84,3,0.08,2287.6
18/03/2018,South,Furniture,Chairs,946.3,6,0.23,4371.91
07/06/2021,South,Office Supplies,Labels,553.6,5,0.31,1909.92
30/11/2022,North,Office Supplies,Storage,666.41,7,0.29,3312.06
19/04/2020,West,Office Supplies,Art,291.31,4,0.28,838.97
21/05/2019,South,Office Supplies,Labels,468.13,10,0.54,2153.4
21/04/2020,West,Office Supplies,Storage,450.42,6,0.21,2134.99
29/05/2018,East,Furniture,Chairs,371.74,4,0.4,892.18
05/07/2022,West,Office Supplies,Labels,369.81,1,0.21,292.15
28/10/2018,North,Electronics,Phones,483.56,7,0.25,2538.69
21/07/2019,North,Electronics,Phones,988.18,4,0.12,3478.39
03/12/2019,East,Furniture,Tables,489.03,7,0.14,2943.96
31/08/2021,North,Electronics,Accessories,972.96,4,0.1,3502.66
09/02/2022,East,Office Supplies,Art,894.58,6,0.34,3542.54
17/09/2018,East,Office Supplies,Labels,526.81,8,0.3,2950.14
15/05/2020,North,Electronics,Phones,983.54,9,0.18,7258.53
26/03/2021,South,Office Supplies,Art,840.76,2,0.29,1193.88
05/12/2021,East,Electronics,Laptops,207.89,2,0.53,195.42
18/02/2019,North,Office Supplies,Art,516.83,2,0.18,847.6
02/06/2019,North,Furniture,Chairs,777.46,10,0.41,4587.01
27/07/2022,South,Electronics,Accessories,509.46,1,0.14,438.14
02/09/2018,North,Electronics,Phones,551.05,8,0.58,1851.53
01/10/2020,South,Furniture,Bookcases,847.99,10,0.39,5172.74
08/09/2020,North,Furniture,Tables,529.23,10,0.32,3598.76
24/03/2018,West,Electronics,Laptops,768.26,4,0.47,1628.71
10/07/2018,East,Furniture,Bookcases,511.25,2,0.14,879.35
13/06/2019,East,Office Supplies,Labels,428.59,2,0.19,694.32
29/11/2019,North,Electronics,Phones,791.68,10,0.08,7283.46
11/09/2019,South,Furniture,Chairs,823.04,10,0.19,6666.62
27/11/2020,South,Electronics,Phones,560.49,2,0.1,1008.88
24/12/2020,West,Electronics,Phones,320.18,9,0.31,1988.32
15/03/2018,North,Electronics,Accessories,1256.86,8,0.62,3820.85
28/04/2020,West,Office Supplies,Labels,530.18,10,0.12,4665.58
16/06/2021,West,Electronics,Phones,1075.32,3,0.42,1871.06
