HireDate,TerminationDate,JobTitle,Department,Salary,Gender
28/08/2020,21/09/2022,Designer,Engineering,79601.51,Female
07/06/2022,14/06/2022,Sales Representative,Data Science,63799.25,Female
05/03/2018,07/04/2022,Data Scientist,Marketing,31599.69,Female
11/01/2020,25/02/2020,Sales Representative,Design,87039.87,Female
26/11/2022,01/12/2022,Sales Representative,Sales,106080.69,Male
29/12/2022,30/12/2022,Product Manager,Product,48027.41,Female
26/07/2021,18/08/2021,Sales Representative,Product,95256.51,Female
11/07/2020,24/07/2020,Sales Representative,Sales,62789.58,Male
10/03/2021,18/08/2022,Sales Representative,Design,34332.91,Male
17/05/2019,02/07/2021,Human Resources,Engineering,57179.01,Female
14/10/2022,15/11/2022,Data Scientist,Engineering,87309.77,Female
20/09/2022,01/11/2022,Product Manager,Marketing,30319.09,Female
27/10/2020,11/07/2022,Software Engineer,Data Science,32764.6,Male
04/04/2020,15/07/2020,Software Engineer,Sales,53563.76,Male
23/09/2019,02/12/2022,Product Manager,Marketing,70728.86,Male
30/05/2020,22/03/2022,Data Scientist,Data Science,76359.99,Female
03/09/2022,05/10/2022,Software Engineer,Design,151144.9,Female
24/12/2022,25/12/2022,Marketing Manager,Marketing,93879.23,Male
03/01/2022,29/04/2022,Designer,Product,58628.62,Female
26/11/2019,08/10/2020,Data Scientist,Human Resources,38768.6,Female
05/11/2022,05/12/2022,Designer,Human Resources,35314.05,Female
20/08/2022,30/08/2022,Marketing Manager,Sales,53536.27,Female
18/01/2021,10/12/2022,Human Resources,Product,24860.47,Female
19/06/2020,19/01/2021,Sales Representative,Marketing,114074.78,Female
06/06/2019,12/11/2020,Human Resources,Design,83691.64,Male
07/06/2019,15/07/2019,Designer,Product,49759.79,Female
12/05/2019,21/09/2020,Marketing Manager,Human Resources,64227.79,Female
16/01/2022,17/07/2022,Sales Representative,Product,57322.59,Female
21/07/2019,17/04/2020,Sales Representative,Engineering,52819.66,Female
15/06/2021,05/11/2022,Human Resources,Engineering,136137.32,Female
07/10/2020,13/05/2021,Software Engineer,Human Resources,29215.06,Male
16/03/2018,18/11/2022,Data Scientist,Sales,95823.23,Female
19/05/2020,19/08/2021,Marketing Manager,Engineering,68217.03,Male
24/09/2022,28/11/2022,Designer,Human Resources,36033.28,Male
11/02/2018,26/05/2021,Marketing Manager,Human Resources,53799.92,Male
31/10/2022,19/12/2022,Software Engineer,Human Resources,56357.1,Female
31/07/2019,07/12/2020,Sales Representative,Human Resources,108602.34,Male
10/03/2021,15/01/2022,Marketing Manager,Human Resources,78750.94,Female
11/08/2019,14/10/2019,Human Resources,Sales,76892.19,Female
26/09/2022,10/12/2022,Human Resources,Product,88126.87,Female
17/05/2022,06/07/2022,Software Engineer,Human Resources,36601.05,Male
03/01/2018,02/10/2021,Product Manager,Sales,84069.95,Male
27/08/2021,20/03/2022,Marketing Manager,Data Science,47087.35,Male
17/08/2021,24/03/2022,Designer,Data Science,36426.3,Female
02/04/2020,26/01/2021,Human Resources,Sales,66126.04,Female
14/01/2020,13/02/2020,Marketing Manager,Human Resources,98712.23,Male
30/05/2019,30/05/2019,Product Manager,Design,73199.55,Female
20/01/2022,06/09/2022,Software Engineer,Human Resources,60034.06,Female
09/08/2021,03/07/2022,Human Resources,Human Resources,52603.46,Female
19/12/2022,26/12/2022,Human Resources,Sales,40370.56,Female
12/09/2022,08/11/2022,Product Manager,Sales,43760.95,Male
03/10/2019,24/10/2022,Data Scientist,Marketing,96297.14,Female
25/10/2022,22/12/2022,Sales Representative,Human Resources,103246.39,Female
27/05/2019,16/05/2021,Designer,Engineering,73996,Female
08/03/2021,19/09/2021,Human Resources,Engineering,55610.13,Female
13/06/2019,31/10/2020,Marketing Manager,Design,45374.61,Female
18/06/2019,12/03/2021,Software Engineer,Product,81008.77,Male
01/04/2020,12/08/2022,Sales Representative,Marketing,49097.29,Female
03/02/2020,16/04/2022,Marketing Manager,Human Resources,81467.37,Female
30/04/2018,05/04/2022,Sales Representative,Design,97109.45,Female
01/10/2018,01/08/2022,Data Scientist,Sales,42133.67,Female
03/04/2020,23/08/2022,Marketing Manager,Marketing,68125.18,Female
01/01/2018,29/03/2022,Marketing Manager,Design,67075.58,Female
20/01/2020,29/08/2020,Human Resources,Human Resources,53552.88,Female
29/08/2019,28/06/2022,Human Resources,Product,57653.81,Female
25/07/2019,05/02/2020,Designer,Human Resources,63229.84,Male
07/05/2019,25/12/2020,Human Resources,Product,67140.66,Female
03/08/2022,24/10/2022,Marketing Manager,Sales,46012.05,Female
26/05/2019,02/10/2019,Software Engineer,Human Resources,91825.62,Female
02/03/2018,10/11/2018,Human Resources,Data Science,46401.5,Male
29/08/2019,02/11/2020,Human Resources,Human Resources,59587.26,Male
03/11/2020,12/01/2022,Data Scientist,Design,91280.31,Female
02/02/2021,21/09/2021,Human Resources,Product,34555.99,Male
27/07/2018,19/08/2021,Designer,Human Resources,73783.43,Female
14/07/2020,07/10/2020,Sales Representative,Design,54312.2,Male
25/03/2022,23/07/2022,Sales Representative,Marketing,37961.06,Male
03/06/2022,11/08/2022,Human Resources,Sales,68466.29,Female
14/01/2019,02/05/2022,Marketing Manager,Product,49907.63,Male
16/09/2022,04/10/2022,Human Resources,Engineering,60435.14,Female
21/05/2022,04/09/2022,Data Scientist,Engineering,70096.57,Male
12/07/2021,24/12/2022,Product Manager,Marketing,87816.11,Male
01/07/2021,07/06/2022,Product Manager,Data Science,47775.04,Female
07/09/2021,13/04/2022,Data Scientist,Data Science,49592.27,Female
18/05/2019,08/01/2021,Product Manager,Human Resources,91451.12,Female
18/05/2020,22/08/2020,Designer,Engineering,46069.65,Male
27/07/2022,04/10/2022,Data Scientist,Design,20124.46,Male
29/10/2022,23/12/2022,Human Resources,Sales,117315.81,Female
29/09/2019,26/04/2022,Software Engineer,Design,45500.74,Male
13/10/2019,15/10/2020,Designer,Design,66088.27,Female
12/06/2018,20/03/2019,Product Manager,Sales,22698.18,Male
16/11/2019,26/01/2020,Sales Representative,Marketing,37924.22,Male
11/11/2021,14/11/2021,Product Manager,Design,32954.32,Female
03/06/2020,02/10/2020,Marketing Manager,Product,32777.57,Male
22/02/2021,24/05/2021,Data Scientist,Product,65613.69,Female
03/02/2019,18/05/2021,Designer,Engineering,60818.64,Male
08/10/2020,31/07/2021,Marketing Manager,Human Resources,112368,Female
06/11/2020,27/10/2021,Designer,Engineering,82803.38,Male
20/02/2018,13/11/2019,Product Manager,Engineering,47996.38,Female
11/01/2021,20/05/2021,Product Manager,Data Science,63623.46,Male
04/03/2022,25/04/2022,Human Resources,Human Resources,90140.44,Female
16/02/2021,17/05/2021,Human Resources,Design,58319.68,Male
21/08/2021,16/10/2021,Sales Representative,Product,64199.38,Female
26/11/2019,06/07/2022,Sales Representative,Human Resources,124646.22,Female
26/03/2021,07/08/2022,Designer,Marketing,54714.28,Female
16/11/2022,02/12/2022,Sales Representative,Data Science,119246.94,Female
25/01/2018,16/12/2020,Software Engineer,Engineering,31367.4,Male
07/10/2021,09/07/2022,Marketing Manager,Engineering,124287.35,Male
06/08/2021,27/12/2021,Software Engineer,Engineering,69097.39,Male
04/03/2020,27/10/2020,Marketing Manager,Marketing,128026.14,Female
29/01/2019,15/09/2020,Software Engineer,Design,86901.29,Male
16/10/2021,04/12/2021,Product Manager,Human Resources,71701.3,Female
20/10/2018,07/03/2021,Software Engineer,Engineering,44676.95,Male
23/09/2020,02/01/2022,Marketing Manager,Design,70667.24,Female
27/01/2021,16/11/2021,Marketing Manager,Human Resources,104082.76,Female
19/02/2022,23/03/2022,Sales Representative,Data Science,75379.37,Male
21/04/2018,28/03/2019,Product Manager,Marketing,64819.03,Female
25/12/2020,28/12/2022,Data Scientist,Marketing,50694.96,Female
21/11/2018,22/08/2019,Data Scientist,Data Science,41438.98,Male
07/01/2020,13/07/2020,Software Engineer,Marketing,40187.27,Male
02/07/2021,17/07/2022,Data Scientist,Human Resources,57863.84,Female
29/11/2020,15/06/2022,Designer,Design,38682.78,Male
02/10/2019,01/07/2022,Product Manager,Design,47786.12,Male
22/10/2021,27/12/2021,Marketing Manager,Design,41937.83,Male
24/08/2020,10/05/2022,Product Manager,Product,67358.46,Male
11/04/2021,26/11/2022,Product Manager,Design,108554.45,Male
20/09/2021,12/12/2021,Marketing Manager,Design,58926.59,Male
21/09/2018,02/10/2022,Designer,Human Resources,53057.79,Male
05/12/2018,19/10/2022,Product Manager,Sales,55699.19,Female
28/08/2022,06/11/2022,Designer,Engineering,70879.75,Male
22/02/2018,28/02/2021,Product Manager,Product,108047.18,Male
16/07/2021,06/11/2021,Marketing Manager,Sales,53707.48,Male
09/10/2020,14/08/2022,Product Manager,Sales,72243.3,Male
12/07/2019,20/08/2021,Product Manager,Sales,74694.54,Female
10/08/2022,19/10/2022,Software Engineer,Marketing,78593.87,Male
23/09/2020,20/08/2021,Data Scientist,Human Resources,51791.88,Male
29/12/2018,18/02/2020,Sales Representative,Marketing,35515.19,Female
16/12/2022,18/12/2022,Data Scientist,Engineering,57434.69,Female
19/08/2021,08/02/2022,Marketing Manager,Engineering,73140.15,Male
21/10/2020,09/11/2020,Marketing Manager,Design,89874,Male
24/02/2019,12/11/2019,Sales Representative,Sales,101799.74,Female
06/09/2018,07/05/2019,Data Scientist,Product,37675.61,Female
16/10/2019,11/07/2020,Product Manager,Product,52831.57,Male
01/03/2021,18/10/2022,Data Scientist,Marketing,61350.73,Female
07/11/2018,14/12/2020,Human Resources,Sales,50263.18,Female
01/09/2019,18/10/2021,Product Manager,Marketing,166973.72,Female
25/01/2020,15/12/2021,Marketing Manager,Sales,95040.41,Female
25/01/2018,22/07/2018,Software Engineer,Sales,123879.36,Male
24/02/2021,08/12/2022,Software Engineer,Product,43749.49,Female
10/10/2019,24/06/2020,Sales Representative,Human Resources,40108.73,Female
21/12/2018,30/10/2020,Data Scientist,Design,114848.85,Male
28/06/2021,03/09/2021,Human Resources,Product,114261.08,Female
09/08/2019,28/04/2020,Designer,Design,38825.17,Male
30/05/2019,05/07/2021,Product Manager,Product,63229.55,Male
25/09/2022,28/10/2022,Human Resources,Marketing,52680.35,Male
16/08/2022,23/10/2022,Sales Representative,Engineering,60209.38,Male
16/07/2021,29/12/2022,Sales Representative,Product,109936.63,Female
19/04/2019,30/04/2020,Sales Representative,Engineering,55360.46,Male
14/09/2018,13/04/2019,Product Manager,Product,29183.05,Female
22/02/2019,01/11/2019,Designer,Marketing,140510.48,Female
09/05/2020,10/08/2020,Sales Representative,Product,93655.74,Male
21/07/2021,04/05/2022,Marketing Manager,Marketing,61180.51,Female
16/10/2019,15/01/2020,Designer,Human Resources,31901.53,Male
23/06/2018,27/12/2022,Designer,Data Science,86080.13,Male
23/09/2021,11/05/2022,Human Resources,Marketing,67559.94,Female
02/05/2021,20/09/2022,Designer,Sales,63951.84,Female
19/05/2022,07/12/2022,Data Scientist,Design,41897.63,Male
04/06/2018,25/02/2022,Human Resources,Sales,47373.85,Female
18/12/2018,15/04/2020,Software Engineer,Design,67103.39,Male
29/10/2022,17/12/2022,Sales Representative,Marketing,118859.56,Female
07/12/2019,26/05/2021,Marketing Manager,Human Resources,130193.02,Male
22/01/2021,24/01/2022,Human Resources,Design,50928.15,Male
16/10/2020,04/11/2020,Product Manager,Design,60757.38,Male
22/04/2018,10/01/2019,Sales Representative,Product,50856.45,Female
21/05/2020,29/10/2022,Designer,Data Science,43935.8,Male
05/02/2018,10/08/2020,Sales Representative,Human Resources,70931.7,Female
25/12/2019,05/01/2022,Human Resources,Engineering,51575.03,Male
26/10/2019,07/11/2020,Sales Representative,Marketing,16422.19,Male
20/02/2019,06/03/2020,Designer,Product,71841.2,Male
10/02/2019,28/02/2019,Marketing Manager,Product,41629.98,Male
22/07/2022,05/08/2022,Marketing Manager,Design,43969.4,Female
05/03/2022,15/10/2022,Marketing Manager,Engineering,94937.57,Female
22/08/2018,24/08/2020,Designer,Human Resources,74329.75,Male
01/04/2020,17/01/2022,Product Manager,Engineering,70078.11,Male
11/06/2021,30/05/2022,Software Engineer,Product,66122.77,Male
09/09/2020,11/11/2021,Sales Representative,Sales,85425.21,Female
27/03/2021,24/12/2022,Data Scientist,Data Science,92483.02,Male
30/03/2019,16/07/2020,Data Scientist,Data Science,79562.38,Female
17/06/2019,25/07/2022,Sales Representative,Design,45821.49,Male
21/10/2022,20/11/2022,Designer,Marketing,57583.09,Male
06/07/2020,14/10/2021,Marketing Manager,Design,50506.67,Female
18/04/2022,18/04/2022,Human Resources,Design,68698.73,Female
26/06/2019,06/06/2021,Human Resources,Data Science,78624.29,Female
10/11/2020,29/11/2020,Human Resources,Design,103083.66,Female
11/12/2022,28/12/2022,Marketing Manager,Design,68781.36,Male
16/01/2021,09/02/2021,Designer,Design,102511.12,Male
31/01/2020,27/05/2020,Software Engineer,Data Science,49824.18,Female
22/05/2021,06/10/2022,Data Scientist,Sales,84542.12,Male
25/03/2020,04/06/2020,Marketing Manager,Engineering,64536.03,Male
14/12/2019,31/01/2022,Software Engineer,Product,75626.14,Female
02/03/2018,14/12/2018,Product Manager,Marketing,132708.38,Female
11/05/2020,18/11/2022,Designer,Product,105324.83,Male
18/07/2021,27/03/2022,Software Engineer,Sales,61425.68,Male
19/05/2019,16/01/2022,Software Engineer,Design,22859.9,Male
09/01/2020,23/07/2020,Sales Representative,Design,101383.57,Male
14/09/2019,09/09/2020,Designer,Engineering,77627.54,Female
06/11/2020,25/10/2022,Sales Representative,Human Resources,53634.63,Male
27/06/2019,07/11/2020,Product Manager,Sales,45604.08,Male
31/05/2022,17/09/2022,Product Manager,Data Science,58903.69,Male
20/05/2021,17/12/2021,Human Resources,Marketing,40481.44,Male
27/02/2022,25/07/2022,Human Resources,Marketing,47338.43,Female
14/09/2018,28/12/2020,Software Engineer,Human Resources,57049.82,Female
17/05/2021,09/08/2021,Human Resources,Human Resources,51922.25,Male
28/09/2018,15/10/2019,Data Scientist,Sales,54433.65,Female
23/12/2020,27/12/2020,Marketing Manager,Engineering,118052.99,Male
03/03/2020,04/05/2020,Designer,Data Science,66519.27,Female
25/04/2020,11/08/2020,Sales Representative,Marketing,44399.76,Male
12/04/2020,25/04/2020,Human Resources,Sales,72293,Female
07/01/2021,19/05/2021,Data Scientist,Design,76677.48,Female
25/08/2018,04/10/2020,Marketing Manager,Marketing,102123.77,Male
10/05/2020,27/04/2021,Designer,Data Science,58193.96,Male
21/12/2021,26/01/2022,Product Manager,Design,44057.48,Male
16/06/2020,13/08/2022,Marketing Manager,Engineering,51226.83,Female
04/10/2018,27/07/2022,Human Resources,Marketing,56977.46,Male
17/11/2020,11/04/2021,Marketing Manager,Sales,106699.96,Male
11/06/2020,03/03/2022,Sales Representative,Product,59243.13,Female
09/04/2021,30/09/2022,Human Resources,Human Resources,42438.31,Female
11/04/2022,17/05/2022,Human Resources,Marketing,68549.18,Female
09/07/2022,01/11/2022,Data Scientist,Data Science,39114.37,Female
11/10/2018,22/10/2018,Product Manager,Data Science,50486.54,Male
04/07/2018,14/06/2020,Sales Representative,Product,64174.14,Female
02/09/2019,22/07/2020,Product Manager,Sales,90633.51,Female
12/04/2022,13/10/2022,Human Resources,Human Resources,32573.22,Female
10/03/2021,05/12/2021,Designer,Data Science,40751.16,Male
10/10/2019,07/06/2022,Product Manager,Engineering,84059.63,Female
11/11/2020,12/05/2021,Human Resources,Sales,91127.11,Male
18/06/2022,28/06/2022,Human Resources,Engineering,62475.26,Male
18/09/2018,24/10/2018,Designer,Product,55780.31,Female
26/02/2021,04/08/2022,Software Engineer,Marketing,41881.34,Female
05/05/2021,06/03/2022,Designer,Marketing,162258.53,Female
28/02/2022,06/05/2022,Data Scientist,Sales,83559.68,Female
26/07/2021,16/11/2021,Marketing Manager,Engineering,59637.93,Female
10/06/2022,03/10/2022,Sales Representative,Marketing,40873.65,Male
23/07/2018,14/08/2020,Software Engineer,Data Science,70207.77,Male
09/07/2020,02/11/2021,Software Engineer,Sales,115052.28,Male
28/06/2020,28/07/2021,Data Scientist,Design,62441.54,Female
29/01/2020,07/12/2020,Human Resources,Marketing,36116.9,Male
13/10/2020,11/03/2021,Product Manager,Human Resources,46989.3,Male
04/05/2021,08/04/2022,Product Manager,Sales,63019.7,Female
26/12/2020,14/12/2021,Marketing Manager,Data Science,71854.99,Male
27/04/2021,11/10/2022,Marketing Manager,Data Science,80821.22,Female
16/03/2021,20/06/2022,Software Engineer,Data Science,39396.87,Female
12/06/2019,04/08/2021,Human Resources,Product,87849.98,Male
04/04/2019,27/08/2019,Product Manager,Design,49051.38,Female
24/08/2019,20/12/2020,Software Engineer,Engineering,68633.49,Male
07/11/2022,08/11/2022,Software Engineer,Sales,56334.31,Male
08/05/2020,05/11/2022,Product Manager,Data Science,63602.64,Female
30/01/2020,05/10/2020,Designer,Design,116045.35,Female
18/03/2020,12/02/2022,Software Engineer,Data Science,56032.38,Female
17/09/2020,10/12/2022,Data Scientist,Marketing,50679.17,Male
18/09/2021,08/08/2022,Product Manager,Engineering,82555.2,Male
31/05/2022,23/07/2022,Software Engineer,Product,46116.4,Female
26/05/2022,20/09/2022,Marketing Manager,Product,59149.71,Male
12/02/2019,29/09/2022,Human Resources,Sales,83382.98,Male
20/09/2021,23/02/2022,Designer,Engineering,95551.43,Male
04/06/2020,14/02/2022,Designer,Product,52101.84,Male
19/11/2021,08/12/2021,Designer,Marketing,46669.65,Female
09/04/2018,31/05/2020,Marketing Manager,Data Science,119877.02,Female
10/04/2020,07/11/2020,Sales Representative,Design,134607.51,Female
26/07/2019,06/07/2021,Software Engineer,Marketing,26907.77,Female
11/09/2020,11/10/2020,Human Resources,Marketing,87117.8,Female
04/04/2022,18/05/2022,Product Manager,Human Resources,45633.61,Female
14/09/2019,06/06/2022,Software Engineer,Product,71144.66,Male
07/05/2021,28/01/2022,Data Scientist,Product,107659.78,Female
20/08/2018,24/09/2022,Data Scientist,Marketing,51222.76,Male
19/12/2021,14/05/2022,Sales Representative,Product,82270.7,Male
03/12/2019,19/11/2022,Designer,Sales,73878.14,Male
19/07/2020,17/09/2022,Product Manager,Engineering,41036.84,Female
15/10/2019,14/11/2022,Product Manager,Marketing,32087.69,Female
09/07/2022,10/12/2022,Product Manager,Marketing,47857.27,Male
13/12/2021,01/01/2022,Data Scientist,Human Resources,92788.48,Male
01/02/2019,26/03/2021,Product Manager,Design,103609.89,Male
19/05/2018,15/04/2022,Human Resources,Human Resources,39854.59,Male
20/01/2021,01/06/2021,Designer,Data Science,98753.86,Male
01/12/2022,10/12/2022,Human Resources,Design,49069.11,Female
25/10/2020,06/12/2022,Human Resources,Human Resources,69098.12,Male
13/04/2022,07/06/2022,Sales Representative,Marketing,91048.4,Female
17/07/2021,25/09/2022,Product Manager,Product,76092.77,Female
14/06/2022,12/10/2022,Sales Representative,Product,37684.95,Male
30/04/2018,30/12/2022,Marketing Manager,Engineering,53747.83,Male
09/10/2020,01/05/2021,Designer,Sales,53079.12,Male
05/06/2019,12/01/2022,Sales Representative,Data Science,46353.23,Male
10/04/2021,27/11/2022,Human Resources,Product,30412.04,Male
06/05/2020,30/11/2022,Data Scientist,Sales,59938.25,Female
08/03/2021,14/11/2021,Data Scientist,Human Resources,62949.4,Female
13/03/2018,27/04/2019,Human Resources,Human Resources,94012.52,Male
04/09/2022,08/09/2022,Software Engineer,Engineering,83314.26,Male
22/07/2021,13/01/2022,Human Resources,Engineering,61311.65,Male
19/11/2020,31/08/2022,Product Manager,Data Science,41280.7,Male
31/05/2022,13/10/2022,Software Engineer,Engineering,104334.39,Male
18/08/2019,20/08/2021,Human Resources,Data Science,82849.76,Male
14/10/2018,17/04/2022,Sales Representative,Marketing,30525.1,Female
06/08/2022,30/08/2022,Designer,Engineering,70378.72,Female
20/06/2021,25/08/2021,Designer,Engineering,74706.19,Female
28/01/2020,03/12/2022,Human Resources,Engineering,65501.76,Female
23/11/2019,11/04/2021,Product Manager,Marketing,71829.66,Female
09/09/2020,15/02/2022,Data Scientist,Product,116696.66,Female
20/11/2020,27/06/2022,Designer,Marketing,62808.27,Female
09/05/2021,16/01/2022,Sales Representative,Data Science,62266.65,Male
05/08/2021,14/09/2021,Sales Representative,Product,114948.99,Female
05/12/2018,13/04/2022,Designer,Human Resources,137411.26,Male
11/07/2021,14/07/2022,Human Resources,Product,83896.39,Female
22/07/2018,26/09/2020,Marketing Manager,Marketing,48073.73,Female
02/03/2018,18/07/2019,Product Manager,Marketing,74586.83,Female
03/08/2021,03/07/2022,Data Scientist,Human Resources,52844.29,Female
27/12/2019,31/07/2020,Data Scientist,Data Science,30339.41,Male
09/03/2018,04/09/2021,Marketing Manager,Product,60963.54,Male
18/12/2021,08/11/2022,Software Engineer,Data Science,44501.19,Female
04/12/2022,11/12/2022,Designer,Human Resources,84795.79,Male
30/09/2018,06/11/2020,Human Resources,Sales,100125.46,Male
05/08/2019,01/04/2022,Marketing Manager,Design,55058.18,Male
24/09/2022,28/09/2022,Software Engineer,Marketing,37107.76,Male
10/04/2022,21/11/2022,Marketing Manager,Product,57780.46,Male
31/01/2022,08/08/2022,Data Scientist,Engineering,52755.96,Female
10/12/2022,19/12/2022,Software Engineer,Human Resources,103752.19,Male
11/07/2022,29/07/2022,Data Scientist,Engineering,77003.27,Male
08/06/2020,27/02/2021,Product Manager,Data Science,61545.87,Male
29/04/2022,13/07/2022,Software Engineer,Engineering,81489.8,Male
07/04/2021,25/02/2022,Human Resources,Sales,117541.23,Male
16/12/2019,12/09/2021,Human Resources,Engineering,46753.13,Male
14/09/2022,08/12/2022,Software Engineer,Engineering,53660.81,Female
10/12/2019,27/08/2021,Sales Representative,Sales,68531.65,Female
10/11/2020,31/10/2022,Product Manager,Design,46686.34,Male
04/09/2018,20/09/2022,Data Scientist,Human Resources,80495.33,Male
12/02/2019,11/02/2020,Data Scientist,Marketing,71257.07,Male
04/10/2018,15/10/2022,Product Manager,Sales,49157.69,Male
04/03/2020,23/01/2022,Data Scientist,Engineering,96916.67,Male
06/08/2021,30/03/2022,Sales Representative,Marketing,33016.49,Male
26/04/2021,10/07/2021,Data Scientist,Engineering,85788.55,Female
27/10/2020,08/08/2021,Product Manager,Design,64972.24,Female
17/06/2018,07/11/2022,Software Engineer,Sales,101369.42,Male
11/09/2022,30/12/2022,Designer,Marketing,149294.75,Female
19/12/2022,30/12/2022,Marketing Manager,Data Science,85541.94,Male
12/05/2018,30/11/2018,Marketing Manager,Design,62173.97,Female
03/05/2018,22/04/2021,Designer,Product,89248.57,Male
08/10/2022,17/11/2022,Marketing Manager,Product,46850.19,Female
17/04/2022,17/04/2022,Sales Representative,Design,84134.39,Female
27/12/2021,27/05/2022,Software Engineer,Product,37201.36,Male
20/06/2022,17/08/2022,Product Manager,Design,62730.31,Female
14/01/2018,19/10/2020,Data Scientist,Marketing,110538.79,Male
05/12/2018,24/06/2021,Product Manager,Product,52592.75,Male
13/12/2019,12/12/2020,Product Manager,Product,62233.25,Male
27/02/2019,10/03/2020,Data Scientist,Product,66445.27,Female
12/02/2018,17/08/2021,Product Manager,Sales,84101.69,Female
03/01/2019,07/07/2021,Data Scientist,Marketing,98623.02,Male
07/08/2020,13/12/2021,Product Manager,Marketing,79654.89,Male
21/04/2021,28/10/2022,Human Resources,Sales,84684.87,Female
14/06/2018,18/05/2020,Data Scientist,Sales,18073.05,Male
01/09/2022,15/09/2022,Sales Representative,Product,52928.38,Male
18/08/2020,26/01/2022,Designer,Data Science,33473.33,Male
10/06/2019,06/01/2020,Human Resources,Product,54388.69,Male
04/11/2019,09/12/2019,Sales Representative,Data Science,59985.77,Male
28/05/2021,19/06/2022,Designer,Marketing,43179.74,Female
15/11/2020,19/10/2021,Product Manager,Engineering,115136.44,Female
04/11/2018,02/09/2022,Sales Representative,Design,39472.93,Male
05/06/2021,22/02/2022,Product Manager,Product,99198.26,Female
05/02/2019,27/09/2021,Product Manager,Human Resources,32307.26,Male
01/09/2020,12/01/2021,Data Scientist,Data Science,29210.35,Male
18/10/2021,09/10/2022,Software Engineer,Data Science,42555.79,Male
02/08/2018,02/02/2019,Sales Representative,Engineering,77992.45,Male
16/04/2020,22/06/2021,Product Manager,Design,83793.42,Female
15/06/2019,12/12/2022,Software Engineer,Sales,33106.49,Female
27/11/2018,21/08/2021,Marketing Manager,Sales,57174.57,Female
28/03/2019,18/06/2020,Data Scientist,Human Resources,72307.61,Male
01/11/2021,28/03/2022,Designer,Data Science,88760.69,Female
24/05/2021,25/06/2021,Designer,Data Science,76724.61,Female
04/10/2022,13/12/2022,Sales Representative,Marketing,59429.01,Male
15/02/2022,23/03/2022,Human Resources,Marketing,62566.04,Female
21/12/2021,14/09/2022,Sales Representative,Engineering,42556.68,Female
27/07/2020,30/09/2022,Product Manager,Human Resources,96724.44,Male
05/09/2019,18/04/2021,Designer,Product,40188.79,Female
07/02/2020,16/11/2020,Designer,Sales,56866.34,Male
06/11/2020,14/05/2021,Data Scientist,Data Science,71718.22,Female
27/03/2022,31/10/2022,Data Scientist,Product,110796.79,Female
28/08/2020,12/05/2021,Data Scientist,Human Resources,157765.22,Female
03/01/2020,04/10/2021,Product Manager,Engineering,69576.55,Male
02/01/2021,24/10/2022,Sales Representative,Human Resources,104546.62,Male
04/06/2021,03/12/2021,Designer,Marketing,100357.35,Female
24/03/2020,11/11/2022,Product Manager,Marketing,94365.15,Male
03/04/2022,10/05/2022,Designer,Marketing,108840.3,Male
17/06/2018,19/12/2018,Software Engineer,Marketing,85135.57,Male
04/10/2021,07/07/2022,Software Engineer,Design,146600.22,Male
19/05/2022,10/09/2022,Software Engineer,Product,122203.04,Male
10/09/2021,13/12/2021,Human Resources,Design,91681.4,Female
05/12/2022,20/12/2022,Marketing Manager,Product,52398.87,Male
29/01/2018,09/10/2022,Product Manager,Engineering,112762.38,Male
19/10/2022,13/12/2022,Human Resources,Human Resources,121006.19,Female
09/08/2018,07/05/2020,Product Manager,Sales,28045.76,Male
24/07/2020,22/11/2022,Human Resources,Marketing,89427.59,Male
16/02/2021,10/06/2022,Sales Representative,Human Resources,63867.79,Female
18/03/2020,24/12/2022,Designer,Design,59532.72,Male
10/09/2020,25/09/2020,Designer,Design,55509.57,Male
23/08/2022,13/11/2022,Designer,Product,36143.96,Male
04/05/2020,16/05/2020,Software Engineer,Engineering,66393.22,Male
22/01/2019,09/11/2022,Human Resources,Engineering,58556.83,Female
17/06/2018,11/11/2020,Data Scientist,Product,51461.62,Male
03/01/2020,06/06/2022,Marketing Manager,Human Resources,65733.26,Female
11/01/2021,26/02/2021,Data Scientist,Product,34214.94,Female
22/12/2022,25/12/2022,Data Scientist,Data Science,64206.51,Female
25/12/2019,16/04/2020,Human Resources,Design,61859.07,Female
22/01/2022,06/09/2022,Data Scientist,Marketing,68878.13,Male
08/09/2018,16/04/2021,Sales Representative,Marketing,74592.14,Male
26/06/2018,17/09/2018,Data Scientist,Design,39011.86,Male
28/12/2020,27/12/2022,Designer,Marketing,52985.73,Female
14/09/2019,25/05/2021,Human Resources,Human Resources,29385.14,Male
04/11/2018,28/06/2019,Human Resources,Design,66845.61,Male
01/01/2022,15/02/2022,Human Resources,Sales,81563.02,Male
04/09/2022,03/10/2022,Marketing Manager,Human Resources,57884.33,Female
14/07/2021,31/08/2022,Product Manager,Sales,71357.94,Female
02/09/2022,06/10/2022,Human Resources,Design,25246.73,Female
08/03/2022,20/06/2022,Data Scientist,Product,33604.6,Female
04/05/2019,16/10/2019,Designer,Data Science,102165.1,Female
05/08/2019,08/08/2020,Sales Representative,Product,70651.66,Male
31/07/2020,28/03/2022,Sales Representative,Design,29525.42,Female
21/12/2021,19/08/2022,Software Engineer,Engineering,70889.4,Female
04/09/2020,07/12/2020,Human Resources,Engineering,58019.85,Female
05/01/2022,13/06/2022,Sales Representative,Marketing,83599.48,Male
